record_type,game_pk,game_date,season,ref,venue,batting_team,fielding_team,home_away_batting,home_away_pitching,day_night,batter,batter_id,bat_side,batter_split,pitcher,pitcher_id,pitch_hand,pitcher_split,men_on_base,event,event_type,rbi,is_out,is_scoring,total_outs,description,pitch_type,pitch_call,speed_mph,spin_rate,break_vertical,break_horizontal,launch_speed,launch_angle,total_distance,trajectory,hardness
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Ian Happ,664023,L,vs_RHP,Roki Sasaki,808963,R,vs_LHB,RISP,Walk,walk,0,False,False,0,Ian Happ walks.,Forkball,Ball,85.2,512.0,-43.1,7.1,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Seiya Suzuki,673548,R,vs_RHP,Roki Sasaki,808963,R,vs_RHB,Loaded,Walk,walk,0,False,False,0,Seiya Suzuki walks. Jon Berti to 3rd. Ian Happ to 2nd.,Four-Seam Fastball,Ball,98.2,1968.0,-14.3,10.8,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Kyle Tucker,663656,L,vs_RHP,Roki Sasaki,808963,R,vs_LHB,Loaded,Walk,walk,1,False,True,0,Kyle Tucker walks. Jon Berti scores. Ian Happ to 3rd. Seiya Suzuki to 2nd.,Four-Seam Fastball,Ball,98.0,1957.0,-16.1,12.1,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Michael Busch,683737,L,vs_RHP,Roki Sasaki,808963,R,vs_LHB,Loaded,Strikeout,strikeout,0,True,False,1,Michael Busch called out on strikes.,Four-Seam Fastball,Called Strike,97.5,2016.0,-15.6,10.6,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Matt Shaw,807713,R,vs_RHP,Roki Sasaki,808963,R,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Matt Shaw strikes out swinging.,Sweeper,Swinging Strike,85.5,1871.0,-38.9,-12.5,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Will Smith,669257,R,vs_LHP,Justin Steele,657006,L,vs_RHB,RISP,Double,double,0,False,False,0,Will Smith doubles (1) on a sharp line drive to left fielder Ian Happ.,Four-Seam Fastball,"In play, no out",89.2,2265.0,-24.4,2.9,105.1,11.0,195.0,line_drive,hard
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Max Muncy,571970,L,vs_LHP,Justin Steele,657006,L,vs_LHB,RISP,Pop Out,field_out,0,True,False,1,Max Muncy pops out to shortstop Dansby Swanson.,Slider,"In play, out(s)",81.1,2560.0,-42.5,14.4,95.7,63.0,178.0,popup,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Enrique Hernández,571771,R,vs_LHP,Justin Steele,657006,L,vs_RHB,Empty,Home Run,home_run,2,False,True,0,Enrique Hernández homers (1) on a fly ball to left field. Will Smith scores.,Four-Seam Fastball,"In play, run(s)",91.1,2444.0,-16.4,0.6,109.8,33.0,390.0,fly_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Michael Conforto,624424,L,vs_LHP,Justin Steele,657006,L,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,Michael Conforto strikes out swinging.,Four-Seam Fastball,Swinging Strike,89.7,2268.0,-22.3,3.5,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Miguel Rojas,500743,R,vs_LHP,Justin Steele,657006,L,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Miguel Rojas strikes out swinging.,Four-Seam Fastball,Swinging Strike,89.6,2151.0,-23.6,3.5,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Dansby Swanson,621020,R,vs_RHP,Luis García,472610,R,vs_RHB,Empty,Flyout,field_out,0,True,False,1,Dansby Swanson flies out to center fielder Andy Pages.,Sweeper,"In play, out(s)",82.7,2385.0,-35.3,-10.7,80.1,31.0,278.0,fly_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Pete Crow-Armstrong,691718,L,vs_RHP,Luis García,472610,R,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,"Pete Crow-Armstrong strikes out swinging, catcher Will Smith to first baseman Enrique Hernández.",Splitter,Swinging Strike (Blocked),87.8,1014.0,-33.0,6.4,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Carson Kelly,608348,R,vs_RHP,Luis García,472610,R,vs_RHB,Men_On,Walk,walk,0,False,False,0,Carson Kelly walks.,Sweeper,Ball,83.4,2431.0,-40.7,-10.4,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Jon Berti,542932,R,vs_RHP,Luis García,472610,R,vs_RHB,RISP,Single,single,0,False,False,0,Jon Berti singles on a sharp ground ball to center fielder Andy Pages. Carson Kelly to 2nd.,Sweeper,"In play, no out",81.3,2308.0,-40.0,-10.4,105.4,6.0,118.0,ground_ball,hard
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Ian Happ,664023,L,vs_RHP,Luis García,472610,R,vs_LHB,RISP,Single,single,1,False,True,0,Ian Happ singles on a sharp line drive to left fielder Michael Conforto. Carson Kelly scores. Jon Berti to 2nd.,Sinker,"In play, run(s)",96.0,2225.0,-20.8,16.1,101.3,11.0,238.0,line_drive,hard
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Seiya Suzuki,673548,R,vs_RHP,Luis García,472610,R,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Seiya Suzuki strikes out swinging.,Sweeper,Swinging Strike,82.2,2476.0,-35.6,-11.6,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Andy Pages,681624,R,vs_RHP,Nate Pearson,663878,R,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Andy Pages called out on strikes.,Four-Seam Fastball,Called Strike,99.0,2252.0,-10.4,8.2,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Shohei Ohtani,660271,L,vs_RHP,Nate Pearson,663878,R,vs_LHB,Empty,Home Run,home_run,1,False,True,0,"Umpire reviewed (home run), call on the field was upheld: Shohei Ohtani homers (1) on a fly ball to right center field.",Four-Seam Fastball,"In play, run(s)",99.1,2390.0,-7.9,8.8,108.4,35.0,389.0,fly_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Tommy Edman,669242,L,vs_RHP,Nate Pearson,663878,R,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,Tommy Edman called out on strikes.,Four-Seam Fastball,Called Strike,100.5,2312.0,-10.0,10.8,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Teoscar Hernández,606192,R,vs_RHP,Nate Pearson,663878,R,vs_RHB,Empty,Flyout,field_out,0,True,False,1,Teoscar Hernández flies out to left fielder Ian Happ.,Four-Seam Fastball,"In play, out(s)",100.0,2188.0,-7.1,6.6,103.2,57.0,245.0,fly_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Kyle Tucker,663656,L,vs_LHP,Jack Dreyer,676263,L,vs_LHB,Empty,Flyout,field_out,0,True,False,1,Kyle Tucker flies out to center fielder Andy Pages.,Four-Seam Fastball,"In play, out(s)",93.0,2349.0,-13.8,-10.7,97.3,26.0,370.0,fly_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Michael Busch,683737,L,vs_LHP,Jack Dreyer,676263,L,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,Michael Busch strikes out swinging.,Slider,Swinging Strike,88.5,2256.0,-33.4,2.8,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Matt Shaw,807713,R,vs_LHP,Jack Dreyer,676263,L,vs_RHB,Men_On,Single,single,0,False,False,0,"Matt Shaw singles on a ground ball to third baseman Max Muncy, deflected by pitcher Jack Dreyer.",Slider,"In play, no out",89.3,2352.0,-31.8,1.2,82.5,-20.0,5.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Dansby Swanson,621020,R,vs_LHP,Jack Dreyer,676263,L,vs_RHB,RISP,Double,double,1,False,True,0,Dansby Swanson doubles (1) on a line drive to left fielder Michael Conforto. Matt Shaw scores. Dansby Swanson to 3rd.,Slider,"In play, run(s)",88.4,2197.0,-31.6,2.3,106.4,15.0,248.0,line_drive,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Pete Crow-Armstrong,691718,L,vs_LHP,Jack Dreyer,676263,L,vs_LHB,Empty,Flyout,field_out,0,True,False,1,Pete Crow-Armstrong flies out to right fielder Teoscar Hernández.,Four-Seam Fastball,"In play, out(s)",93.8,2429.0,-9.8,-9.8,100.7,52.0,279.0,fly_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Will Smith,669257,R,vs_LHP,Caleb Thielbar,573204,L,vs_RHB,Empty,Groundout,field_out,0,True,False,1,"Will Smith grounds out, third baseman Matt Shaw to first baseman Michael Busch.",Curveball,"In play, out(s)",74.4,2624.0,-67.2,7.1,82.3,8.0,99.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Max Muncy,571970,L,vs_LHP,Caleb Thielbar,573204,L,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,Max Muncy strikes out on a foul tip.,Curveball,Foul Tip,75.3,2576.0,-65.5,7.3,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Enrique Hernández,571771,R,vs_LHP,Caleb Thielbar,573204,L,vs_RHB,Empty,Pop Out,field_out,0,True,False,1,Enrique Hernández pops out to catcher Carson Kelly in foul territory.,Slider,"In play, out(s)",86.7,2354.0,-33.6,6.2,76.3,84.0,59.0,popup,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Carson Kelly,608348,R,vs_RHP,Landon Knack,689017,R,vs_RHB,Empty,Groundout,field_out,0,True,False,1,"Carson Kelly grounds out, shortstop Miguel Rojas to first baseman Enrique Hernández.",Four-Seam Fastball,"In play, out(s)",94.7,2476.0,-8.9,9.1,72.8,10.0,103.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Jon Berti,542932,R,vs_RHP,Landon Knack,689017,R,vs_RHB,Men_On,Single,single,0,False,False,0,Jon Berti singles on a ground ball to center fielder Andy Pages.,Four-Seam Fastball,"In play, no out",95.4,2531.0,-10.0,6.7,101.9,3.0,85.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Ian Happ,664023,L,vs_RHP,Landon Knack,689017,R,vs_LHB,Men_On,Strikeout,strikeout,0,True,False,1,Ian Happ strikes out swinging.,Changeup,Swinging Strike,84.7,1452.0,-39.2,18.5,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Seiya Suzuki,673548,R,vs_RHP,Landon Knack,689017,R,vs_RHB,Empty,Forceout,force_out,0,True,False,2,"Seiya Suzuki grounds into a force out, third baseman Max Muncy to second baseman Tommy Edman. Jon Berti out at 2nd.",Changeup,"In play, out(s)",84.8,1063.0,-31.9,12.0,73.0,-2.0,31.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Michael Conforto,624424,L,vs_RHP,Julian Merryweather,657240,R,vs_LHB,Men_On,Walk,walk,0,False,False,0,Michael Conforto walks.,Four-Seam Fastball,Ball,97.2,2123.0,-14.5,5.8,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Miguel Rojas,500743,R,vs_RHP,Julian Merryweather,657240,R,vs_RHB,Empty,Grounded Into DP,grounded_into_double_play,0,True,False,2,"Miguel Rojas grounds into a double play, second baseman Jon Berti to shortstop Dansby Swanson to first baseman Michael Busch. Michael Conforto out at 2nd. Miguel Rojas out at 1st.",Four-Seam Fastball,"In play, out(s)",96.9,2152.0,-10.4,4.1,103.0,4.0,104.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Andy Pages,681624,R,vs_RHP,Julian Merryweather,657240,R,vs_RHB,RISP,Double,double,0,False,False,0,Andy Pages doubles (1) on a sharp line drive to center fielder Pete Crow-Armstrong.,Slider,"In play, no out",86.4,2077.0,-37.0,1.6,101.2,13.0,244.0,line_drive,hard
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Shohei Ohtani,660271,L,vs_RHP,Julian Merryweather,657240,R,vs_LHB,RISP,Intent Walk,intent_walk,0,False,False,0,Julian Merryweather intentionally walks Shohei Ohtani.,,Automatic Ball - Intentional,,,,,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Tommy Edman,669242,L,vs_RHP,Julian Merryweather,657240,R,vs_LHB,Empty,Groundout,field_out,0,True,False,1,"Tommy Edman grounds out, third baseman Matt Shaw to first baseman Michael Busch.",Four-Seam Fastball,"In play, out(s)",96.4,2103.0,-12.4,6.0,96.6,1.0,59.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Kyle Tucker,663656,L,vs_RHP,Landon Knack,689017,R,vs_LHB,Empty,Pop Out,field_out,0,True,False,1,Kyle Tucker pops out to first baseman Enrique Hernández.,Four-Seam Fastball,"In play, out(s)",93.0,2429.0,-12.0,8.6,79.4,68.0,126.0,popup,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Michael Busch,683737,L,vs_RHP,Landon Knack,689017,R,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,Michael Busch strikes out swinging.,Knuckle Curve,Swinging Strike,81.6,3074.0,-57.0,-7.6,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Matt Shaw,807713,R,vs_RHP,Landon Knack,689017,R,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Matt Shaw strikes out swinging.,Changeup,Swinging Strike,85.7,1731.0,-31.8,17.9,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Teoscar Hernández,606192,R,vs_RHP,Porter Hodge,687863,R,vs_RHB,Empty,Groundout,field_out,0,True,False,1,"Teoscar Hernández grounds out, third baseman Matt Shaw to first baseman Michael Busch.",Slider,"In play, out(s)",85.7,2641.0,-36.2,-13.4,70.2,-48.0,4.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Will Smith,669257,R,vs_RHP,Porter Hodge,687863,R,vs_RHB,Men_On,Walk,walk,0,False,False,0,Will Smith walks.,Sweeper,Ball,83.5,2634.0,-37.3,-21.2,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Max Muncy,571970,L,vs_RHP,Porter Hodge,687863,R,vs_LHB,RISP,Groundout,field_out,0,True,False,1,"Max Muncy grounds out, second baseman Jon Berti to first baseman Michael Busch. Will Smith to 2nd.",Sweeper,"In play, out(s)",82.6,2635.0,-42.5,-18.7,90.2,-8.0,14.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Enrique Hernández,571771,R,vs_RHP,Porter Hodge,687863,R,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Enrique Hernández strikes out swinging.,Four-Seam Fastball,Swinging Strike,94.7,2329.0,-18.8,-4.0,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Dansby Swanson,621020,R,vs_RHP,Kirby Yates,489446,R,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Dansby Swanson strikes out swinging.,Four-Seam Fastball,Swinging Strike,93.1,2323.0,-17.5,13.8,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Pete Crow-Armstrong,691718,L,vs_RHP,Kirby Yates,489446,R,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,Pete Crow-Armstrong strikes out swinging.,Splitter,Swinging Strike,86.4,1248.0,-28.6,10.3,,,,,
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Carson Kelly,608348,R,vs_RHP,Kirby Yates,489446,R,vs_RHB,Men_On,Single,single,0,False,False,0,Carson Kelly singles on a ground ball to left fielder Michael Conforto.,Four-Seam Fastball,"In play, no out",93.3,2306.0,-18.5,14.3,99.2,7.0,129.0,ground_ball,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Chicago Cubs,Los Angeles Dodgers,home,away,night,Jon Berti,542932,R,vs_RHP,Kirby Yates,489446,R,vs_RHB,Empty,Pop Out,field_out,0,True,False,1,Jon Berti pops out to second baseman Tommy Edman.,Four-Seam Fastball,"In play, out(s)",92.8,2317.0,-15.6,12.2,81.9,63.0,152.0,popup,medium
pitch,778564,2025-03-19,2025,202503,Tokyo Dome,Los Angeles Dodgers,Chicago Cubs,away,home,night,Michael Conforto,624424,L,vs_RHP,Ryan Pressly,519151,R,vs_LHB,Empty,Groundout,field_out,0,True,False,1,"Michael Conforto grounds out, second baseman Jon Berti to first baseman Michael Busch.",Four-Seam Fastball,"In play, out(s)",92.7,2575.0,-13.8,-0.6,95.6,-35.0,4.0,ground_ball,medium
