record_type,game_pk,game_date,season,ref,venue,batting_team,fielding_team,home_away_batting,home_away_pitching,day_night,batter,batter_id,bat_side,batter_split,pitcher,pitcher_id,pitch_hand,pitcher_split,men_on_base,event,event_type,rbi,is_out,is_scoring,total_outs,description,pitch_type,pitch_call,speed_mph,spin_rate,break_vertical,break_horizontal,launch_speed,launch_angle,total_distance,trajectory,hardness
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Jose Miranda,669304,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Empty,Flyout,field_out,0,True,False,1,Jose Miranda flies out to center fielder Luis Robert Jr.,Cutter,"In play, out(s)",86.9,2103.0,-20.5,-5.2,89.6,40.0,317.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Mickey Gasper,681508,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Mickey Gasper strikes out swinging.,Changeup,Swinging Strike,82.2,1525.0,-29.0,-14.4,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Travis Jankowski,608671,L,vs_RHP,Chris Paddack,663978,R,vs_LHB,Men_On,Single,single,0,False,False,0,Travis Jankowski singles on a soft bunt ground ball to third baseman Jose Miranda.,Four-Seam Fastball,"In play, no out",91.9,2219.0,-12.6,8.0,31.8,-17.0,8.0,bunt_grounder,soft
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Michael A. Taylor,572191,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,RISP,Single,single,0,False,False,0,Michael A. Taylor singles on a line drive to left fielder Willi Castro. Travis Jankowski to 2nd.,Cutter,"In play, no out",84.7,2056.0,-36.1,-2.5,91.4,14.0,213.0,line_drive,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Jacob Amaya,676070,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,RISP,Forceout,force_out,0,True,False,2,"Jacob Amaya ground bunts into a force out, first baseman Ty France to shortstop Carlos Correa. Travis Jankowski out at 3rd. Michael A. Taylor to 2nd. Jacob Amaya to 1st.",Four-Seam Fastball,"In play, out(s)",95.0,2379.0,-10.0,10.7,32.3,-39.0,5.0,bunt_grounder,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Miguel Vargas,678246,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,Loaded,Walk,walk,0,False,False,0,Miguel Vargas walks.,Four-Seam Fastball,Ball,94.5,2308.0,-12.1,9.5,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Luis Robert Jr.,673357,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,RISP,Sac Fly,sac_fly,1,True,True,1,Luis Robert Jr. out on a sacrifice fly to left fielder Willi Castro. Michael A. Taylor scores.,Four-Seam Fastball,"In play, run(s)",94.3,2266.0,-12.6,9.6,103.9,52.0,302.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Andrew Benintendi,643217,L,vs_RHP,Chris Paddack,663978,R,vs_LHB,Empty,Home Run,home_run,3,False,True,0,Andrew Benintendi homers (2) on a fly ball to right field. Jacob Amaya scores. Miguel Vargas scores.,Changeup,"In play, run(s)",83.4,1712.0,-34.6,17.6,104.3,35.0,401.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Andrew Vaughn,683734,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,Empty,Groundout,field_out,0,True,False,1,"Andrew Vaughn grounds out, third baseman Jose Miranda to first baseman Ty France.",Changeup,"In play, out(s)",84.4,1707.0,-38.2,16.9,99.5,-16.0,5.0,ground_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Willi Castro,650489,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Willi Castro called out on strikes.,Sinker,Called Strike,89.6,2051.0,-20.9,-15.4,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Harrison Bader,664056,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Empty,Pop Out,field_out,0,True,False,1,Harrison Bader pops out to first baseman Andrew Vaughn.,Changeup,"In play, out(s)",81.6,1710.0,-30.2,-15.6,66.5,74.0,66.0,popup,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Christian Vázquez,543877,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Empty,Flyout,field_out,0,True,False,1,Christian Vázquez flies out to left fielder Michael A. Taylor.,Cutter,"In play, out(s)",87.0,2190.0,-21.6,0.7,88.6,40.0,279.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Matt Thaiss,642136,L,vs_RHP,Chris Paddack,663978,R,vs_LHB,Men_On,Walk,walk,0,False,False,0,Matt Thaiss walks.,Changeup,Ball,83.2,1694.0,-36.0,12.8,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Lenyn Sosa,672820,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,Men_On,Flyout,field_out,0,True,False,1,Lenyn Sosa flies out to center fielder Byron Buxton.,Cutter,"In play, out(s)",83.3,1963.0,-33.0,-2.0,87.7,27.0,316.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Travis Jankowski,608671,L,vs_RHP,Chris Paddack,663978,R,vs_LHB,Men_On,Pop Out,field_out,0,True,False,1,Travis Jankowski pops out to shortstop Carlos Correa.,Four-Seam Fastball,"In play, out(s)",92.8,2084.0,-12.6,4.4,68.9,44.0,203.0,popup,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Michael A. Taylor,572191,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,Empty,Home Run,home_run,2,False,True,0,Michael A. Taylor homers (1) on a fly ball to center field. Matt Thaiss scores.,Four-Seam Fastball,"In play, run(s)",92.0,2202.0,-13.6,8.6,106.5,25.0,411.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Jacob Amaya,676070,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,Empty,Pop Out,field_out,0,True,False,1,Jacob Amaya pops out to catcher Christian Vázquez in foul territory.,Four-Seam Fastball,"In play, out(s)",91.1,2162.0,-13.3,9.8,45.1,82.0,31.0,popup,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Edouard Julien,666397,L,vs_LHP,Martín Pérez,527048,L,vs_LHB,Empty,Lineout,field_out,0,True,False,1,Edouard Julien lines out to right fielder Travis Jankowski.,Cutter,"In play, out(s)",84.4,2243.0,-28.3,4.7,92.7,21.0,298.0,line_drive,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,DaShawn Keirsey Jr.,680577,L,vs_LHP,Martín Pérez,527048,L,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,DaShawn Keirsey Jr. strikes out swinging.,Changeup,Swinging Strike,81.7,1717.0,-30.0,-14.3,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Ryan Jeffers,680777,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Men_On,Walk,walk,0,False,False,0,Ryan Jeffers walks.,Cutter,Ball,84.7,2184.0,-25.9,-0.4,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Ty France,664034,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,RISP,Hit By Pitch,hit_by_pitch,0,False,False,0,Ty France hit by pitch. Ryan Jeffers to 2nd.,Cutter,Hit By Pitch,86.7,2225.0,-26.2,1.2,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Jose Miranda,669304,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Jose Miranda called out on strikes.,Cutter,Called Strike,86.2,2247.0,-24.6,-1.0,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Miguel Vargas,678246,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,Men_On,Walk,walk,0,False,False,0,Miguel Vargas walks.,Four-Seam Fastball,Ball,90.4,2032.0,-13.1,7.6,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Luis Robert Jr.,673357,R,vs_RHP,Chris Paddack,663978,R,vs_RHB,Men_On,Pop Out,field_out,0,True,False,1,Luis Robert Jr. pops out to second baseman Edouard Julien.,Cutter,"In play, out(s)",83.8,1919.0,-34.7,-4.0,57.2,50.0,146.0,popup,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Andrew Benintendi,643217,L,vs_RHP,Darren McCaughan,670766,R,vs_LHB,Men_On,Flyout,field_out,0,True,False,1,Andrew Benintendi flies out to left fielder Mickey Gasper.,Four-Seam Fastball,"In play, out(s)",87.8,2265.0,-21.4,2.6,95.5,61.0,217.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Andrew Vaughn,683734,R,vs_RHP,Darren McCaughan,670766,R,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Andrew Vaughn strikes out swinging.,Four-Seam Fastball,Swinging Strike,87.6,2393.0,-25.4,0.1,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Mickey Gasper,681508,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Men_On,Walk,walk,0,False,False,0,Mickey Gasper walks.,Sinker,Ball In Dirt,87.3,2019.0,-26.6,-15.0,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Willi Castro,650489,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Men_On,Pop Out,field_out,0,True,False,1,Willi Castro pops out to second baseman Lenyn Sosa.,Changeup,"In play, out(s)",83.5,1690.0,-29.5,-16.1,79.9,64.0,153.0,popup,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Harrison Bader,664056,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Men_On,Strikeout,strikeout,0,True,False,1,Harrison Bader strikes out swinging.,Cutter,Swinging Strike,85.3,2221.0,-25.4,1.3,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Christian Vázquez,543877,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Christian Vázquez strikes out swinging.,Cutter,Swinging Strike,86.4,2242.0,-26.3,4.6,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Matt Thaiss,642136,L,vs_RHP,Darren McCaughan,670766,R,vs_LHB,Men_On,Field Error,field_error,0,False,False,0,Matt Thaiss reaches on a fielding error by second baseman Edouard Julien.,Four-Seam Fastball,"In play, no out",89.1,2255.0,-17.9,7.6,98.9,-15.0,10.0,ground_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Lenyn Sosa,672820,R,vs_RHP,Darren McCaughan,670766,R,vs_RHB,Men_On,Flyout,field_out,0,True,False,1,Lenyn Sosa flies out to right fielder Harrison Bader.,Four-Seam Fastball,"In play, out(s)",88.3,2314.0,-23.3,3.8,93.9,38.0,303.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Travis Jankowski,608671,L,vs_RHP,Darren McCaughan,670766,R,vs_LHB,Men_On,Flyout,field_out,0,True,False,1,Travis Jankowski flies out to left fielder Mickey Gasper.,Changeup,"In play, out(s)",79.0,1320.0,-39.5,13.4,73.4,28.0,235.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Michael A. Taylor,572191,R,vs_RHP,Darren McCaughan,670766,R,vs_RHB,Empty,Flyout,field_out,0,True,False,1,Michael A. Taylor flies out to right fielder Harrison Bader.,Four-Seam Fastball,"In play, out(s)",87.7,2326.0,-20.0,5.9,96.2,47.0,289.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Edouard Julien,666397,L,vs_LHP,Martín Pérez,527048,L,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,Edouard Julien strikes out swinging.,Changeup,Swinging Strike,80.9,1700.0,-30.0,-13.9,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,DaShawn Keirsey Jr.,680577,L,vs_LHP,Martín Pérez,527048,L,vs_LHB,Empty,Strikeout,strikeout,0,True,False,1,DaShawn Keirsey Jr. strikes out swinging.,Sinker,Swinging Strike,89.1,2018.0,-26.4,-16.2,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Ryan Jeffers,680777,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Men_On,Walk,walk,0,False,False,0,Ryan Jeffers walks.,Cutter,Ball,85.3,2174.0,-25.8,2.9,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Ty France,664034,R,vs_LHP,Martín Pérez,527048,L,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Ty France called out on strikes.,Cutter,Called Strike,85.7,2297.0,-27.5,6.7,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Jacob Amaya,676070,R,vs_RHP,Darren McCaughan,670766,R,vs_RHB,Empty,Lineout,field_out,0,True,False,1,Jacob Amaya lines out to right fielder Harrison Bader.,Sweeper,"In play, out(s)",81.1,2727.0,-33.4,-9.4,84.2,27.0,269.0,line_drive,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Miguel Vargas,678246,R,vs_RHP,Darren McCaughan,670766,R,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Miguel Vargas called out on strikes.,Sinker,Called Strike,89.3,2090.0,-30.4,18.0,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Austin Slater,596103,R,vs_RHP,Darren McCaughan,670766,R,vs_RHB,Men_On,Single,single,0,False,False,0,Austin Slater singles on a sharp line drive to center fielder DaShawn Keirsey Jr.,Sinker,"In play, no out",90.5,2179.0,-26.4,17.8,101.3,18.0,272.0,line_drive,hard
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Korey Lee,686676,R,vs_RHP,Darren McCaughan,670766,R,vs_RHB,Empty,Forceout,force_out,0,True,False,2,"Korey Lee flies into a force out, fielded by first baseman Ty France. Austin Slater out at 2nd.",Sweeper,"In play, out(s)",80.8,2618.0,-41.5,-4.7,57.0,45.0,147.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Jose Miranda,669304,R,vs_RHP,Mike Vasil,678024,R,vs_RHB,Empty,Flyout,field_out,0,True,False,1,Jose Miranda flies out to left fielder Michael A. Taylor.,Cutter,"In play, out(s)",85.4,2353.0,-34.2,-0.4,92.5,36.0,298.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Mickey Gasper,681508,L,vs_RHP,Mike Vasil,678024,R,vs_LHB,Empty,Groundout,field_out,0,True,False,1,"Mickey Gasper grounds out, shortstop Jacob Amaya to first baseman Lenyn Sosa.",Changeup,"In play, out(s)",85.3,1346.0,-32.5,13.2,96.3,5.0,110.0,ground_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Willi Castro,650489,L,vs_RHP,Mike Vasil,678024,R,vs_LHB,Men_On,Single,single,0,False,False,0,Willi Castro singles on a line drive to right fielder Austin Slater.,Cutter,"In play, no out",85.5,2379.0,-36.5,-5.6,99.2,17.0,250.0,line_drive,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Harrison Bader,664056,R,vs_RHP,Mike Vasil,678024,R,vs_RHB,Empty,Groundout,field_out,0,True,False,1,"Harrison Bader grounds out, shortstop Jacob Amaya to first baseman Lenyn Sosa.",Sinker,"In play, out(s)",93.5,2275.0,-26.0,18.4,77.9,7.0,106.0,ground_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Nick Maton,665155,L,vs_RHP,Justin Topa,623437,R,vs_LHB,Men_On,Walk,walk,0,False,False,0,Nick Maton walks.,Cutter,Ball,89.3,2208.0,-28.1,3.1,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Matt Thaiss,642136,L,vs_RHP,Justin Topa,623437,R,vs_LHB,Men_On,Strikeout,strikeout,0,True,False,1,Matt Thaiss strikes out swinging.,Cutter,Swinging Strike,86.7,2148.0,-31.9,2.0,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Lenyn Sosa,672820,R,vs_RHP,Justin Topa,623437,R,vs_RHB,Men_On,Pop Out,field_out,0,True,False,1,Lenyn Sosa pops out to shortstop Willi Castro.,Cutter,"In play, out(s)",87.3,2241.0,-30.6,0.8,94.4,63.0,165.0,popup,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Travis Jankowski,608671,L,vs_RHP,Justin Topa,623437,R,vs_LHB,Empty,Groundout,field_out,0,True,False,1,"Travis Jankowski grounds out, second baseman Edouard Julien to first baseman Ty France.",Cutter,"In play, out(s)",88.3,2349.0,-28.4,2.3,89.5,-2.0,38.0,ground_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Christian Vázquez,543877,R,vs_RHP,Mike Vasil,678024,R,vs_RHB,Empty,Groundout,field_out,0,True,False,1,"Christian Vázquez grounds out, shortstop Jacob Amaya to first baseman Lenyn Sosa.",Sweeper,"In play, out(s)",80.5,2531.0,-43.4,-18.0,85.1,4.0,81.0,ground_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Edouard Julien,666397,L,vs_RHP,Mike Vasil,678024,R,vs_LHB,Empty,Groundout,field_out,0,True,False,1,"Edouard Julien grounds out, second baseman Nick Maton to first baseman Lenyn Sosa.",Cutter,"In play, out(s)",85.4,2416.0,-33.1,-1.3,90.1,2.0,56.0,ground_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,DaShawn Keirsey Jr.,680577,L,vs_RHP,Mike Vasil,678024,R,vs_LHB,Men_On,Field Error,field_error,0,False,False,0,DaShawn Keirsey Jr. reaches on a fielding error by second baseman Nick Maton.,Changeup,"In play, no out",85.0,1354.0,-35.8,10.6,89.1,-33.0,2.0,ground_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Ryan Jeffers,680777,R,vs_RHP,Mike Vasil,678024,R,vs_RHB,RISP,Single,single,0,False,False,0,Ryan Jeffers singles on a ground ball to catcher Matt Thaiss. DaShawn Keirsey Jr. to 2nd.,Cutter,"In play, no out",84.3,2380.0,-33.5,-1.0,,,,ground_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Ty France,664034,R,vs_RHP,Mike Vasil,678024,R,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Ty France strikes out swinging.,Sinker,Swinging Strike,93.1,2231.0,-24.5,11.3,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Michael A. Taylor,572191,R,vs_RHP,Willi Castro,650489,R,vs_RHB,Empty,Flyout,field_out,0,True,False,1,Michael A. Taylor flies out to right fielder Matt Wallner.,Eephus,"In play, out(s)",39.3,984.0,-166.6,1.8,87.6,33.0,275.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Jacob Amaya,676070,R,vs_RHP,Willi Castro,650489,R,vs_RHB,Empty,Pop Out,field_out,0,True,False,1,Jacob Amaya pops out to second baseman Mickey Gasper.,Eephus,"In play, out(s)",46.0,1112.0,-111.4,10.0,64.9,54.0,161.0,popup,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Brooks Baldwin,681460,L,vs_RHP,Willi Castro,650489,R,vs_LHB,Men_On,Single,single,0,False,False,0,Brooks Baldwin singles on a line drive to shortstop Edouard Julien.,Eephus,"In play, no out",34.6,813.0,-231.5,-6.5,99.0,9.0,125.0,line_drive,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Chicago White Sox,Minnesota Twins,home,away,day,Austin Slater,596103,R,vs_RHP,Willi Castro,650489,R,vs_RHB,Empty,Flyout,field_out,0,True,False,1,Austin Slater flies out to center fielder DaShawn Keirsey Jr.,Eephus,"In play, out(s)",36.8,836.0,-199.9,0.5,98.2,40.0,356.0,fly_ball,medium
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Jose Miranda,669304,R,vs_LHP,Brandon Eisert,685126,L,vs_RHB,Empty,Strikeout,strikeout,0,True,False,1,Jose Miranda called out on strikes.,Changeup,Called Strike,82.5,1197.0,-38.9,-7.8,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Mickey Gasper,681508,R,vs_LHP,Brandon Eisert,685126,L,vs_RHB,Men_On,Walk,walk,0,False,False,0,Mickey Gasper walks.,Slider,Ball,83.5,2003.0,-34.1,4.4,,,,,
pitch,778506,2025-03-31,2025,202503,Rate Field,Minnesota Twins,Chicago White Sox,away,home,day,Willi Castro,650489,R,vs_LHP,Brandon Eisert,685126,L,vs_RHB,Men_On,Strikeout,strikeout,0,True,False,1,Willi Castro strikes out on a foul tip.,Slider,Foul Tip,84.9,2041.0,-32.2,2.5,,,,,
